name,followers,follow,text,source,gender
令令令河点墨图,657,129,18岁大多数都还在上学好吗！什么都不独立就去结婚！闹着玩吗，搞笑 :感觉有人提议生孩子高考加分的日子不远了……, 泈和晴的Android, f
令十三少,91,301,放李良的狗屁, HUAWEI P20 Pro, f
令和时代的观察员,171,169,18岁，人本身都还是孩子，怎么承担起一个家庭的责任？不能因为结婚率低生育率低就下调结婚年龄吧？真的搞不懂提案的人和通过的人什么思维, 红米Redmi, m
令狐薰和零,109,173,None, HUAWEI Mate 9, m
以后只想自己开心,180,171,专家一天就放狗屁，就他们有嘴。祝福他们的孙子在18的时候他们能当太爷爷, iPhone客户端, f
以徳服人,306,130,18岁以下不许早恋  18岁以上就得结婚  要什么甜甜的恋爱  直接繁殖就完事了 , , m
以晗晗_,32,77,🤤, iPhone客户端, f
以梦之名blue,58,183,调低结婚年龄还不如调低房价来的直接, OPPO智能手机, f
任何时刻看到我请让我写论文谢谢,105,319,评论为什么这么一边倒……热评第一更是无语, iPhone 7 Plus, f
任先中·,229,74,男22，女20基本本科没毕业 一没工作，二没收入来源 委员，您养？, 三星 Galaxy S7 Edge, m
任地狱鸢尾子,72,438,智熄, 三星Galaxy S9, m
任它一蓑烟雨,218,89,18岁按照正常情况也就高中毕业，连自身的生存都还需要依靠家里的经济进行援助，如何能够保证建立一个新的家庭，如果一旦组建家庭生儿育女如何能够抚养，这不是平白的增添了一个家庭的负担么。身理成熟能够代表心理成熟么？真不知道这些委员脑子装的都是什么东西。, Weibo.intl, m
任意一个歪,260,622,婚，是说结就结的吗？结婚和年龄有关系吗？我估计是在等国家分配!!!, 小米9 王源限量版, f
任晚风轻轻,1207,299,:最好别上学了就结婚去，希望此官员的孩子第一个带头执行, iPhone客户端, f
任青山撞入怀,260,585,建议上调一下各位委员的智商, 小米8 SE, f
任顺金,115,49,为了繁殖也是拼了建议改到10岁回到古代多好。直接规定必须生孩子不生抓去强制受精不就行了跟强制打胎一样有话不直说太虚伪, iPhone客户端, f
仼喵喵,346,469,不如刑事责任年龄也一同降低啊, 中国红的iPhone 7, f
仿佛听到有人在背后说我帅w,47,812,18岁大部分都才高中刚毕业吧？？？？:不合适, HUAWEI nova 3i, f
伊伊伊卡洛斯,189,343,带娃高考保送清华:感觉有人提议生孩子高考加分的日子不远了……, vivo X27 4800万三摄, f
伊只好兔子,130,227,随你怎么调好吧，人家姑娘们不结婚！看看这一天天的犯罪多么猖獗，不去加强刑法震慑坏人，逮着好人使劲祸害, iPhone客户端, f
伊文洁琳5,76,104,婚都快结不起了，往下调调房价如何？, HUAWEI Mate 10, f
伊斯坦布尔之9422,44,76,不能因为现在的适婚青年都不结婚，就去嚯嚯年纪更小的, HUAWEI Mate 20, f
伊桑诶,120,253,跟性别有:醒一醒和年纪根本没关系, Share微博客户端, f
伊芙琳znlgsl,2145,675,:打赌，一旦执行了，离婚率也是会正比增涨，环比数据就可能是暴涨了, HUAWEI P10 Plus, f
-伍八岁-,147,116,所以就不担心离婚率更高之类的了？？, iPhone客户端, f
伏柱似立,8,61,怕是到时候两极分化更严重了吧, OPPO R9, m
伐木累么么哒7,167,106,18岁，人本身都还是孩子，怎么承担起一个家庭的责任？这些人都怎么想的？我艹, Android, m
众生皆甜i,39,288,？   这也不能阻挡我不结婚的事实, OPPO R15 梦镜版, f
众生皆空浮云,296,1799,None, iPhone客户端, m
众生皆苦唯有我是奶茶味,109,445,你自己看看像话吗|･ω･｀)18岁懂屁啊就结婚 早恋不让直接结婚？迷幻太迷幻, 翟潇闻的小企鹅, f
众生皆苦我是甜甜die,142,202,[攤手][攤手]真行   生育率下降难道是年龄的锅吗, iPhone客户端, f
优子的卡内基,117,208,一大把年纪的委员赶紧回去叫自己的孙子孙女们带个头吧！什么都扯国际上，你们怎么不建议同性婚姻合法呢？脑子有病赶紧去治！, 红米Redmi, f
会中大奖的小鹿粒,326,3308,我觉着吧  应该上调, 华为麦芒5, f
会修一年吧一年能等吗,1137,62,爱咋滴咋滴，就这房价物价生活成本，下调到5岁不想结的还是不想结。到时候结婚率上去了离婚率也得上去, iPhone客户端, f
会反光的镜面,73,58,提出这样提议的委员砖家什么的。。。。。怎么上任的？十八岁，花一样的年纪，还是青春小孩，，，，要结婚要小孩？怀着孩子读书？在学校坐月子？带着小孩考研？你读书孩子也读书双方父母再养一个或者两个小孩？？？不好意思打扰了，我get不到。。。。。。。, OPPO R9s Plus, f
会听故事的书,117,539,十八岁？？怕是脑子抽了吧, 荣耀V8 脱影而出, m
会捞月亮也会炼金的飞女,9,20,下调结婚年龄让亲朋戚友提早催婚, Android, f
会撒娇的肉丸子,159,329,莫放屁了哈，18岁以下谈恋爱你管人家叫早恋，18岁一到就是法定结婚年纪，结果18岁以上任何性相关内容都不能看，梦呢？？？委员实在想不出什么好提案建议自己请辞, Android, f
会胡牌的筒,48,113,这个年龄结婚，有经济能力吗?买的起房吗?养的起孩子吗?光想着老龄化问题，想要新生儿，你是想多点…何以为家…主角那样的孩子，还是你养啊, HUAWEI nova 2s, f
会飞的猫鱼就是我,149,382,None, 联想Z5 · 新国民旗舰, f
伟大的吃货松子殿下0316,354,985,歇歇吧，有空多想想怎么提升老年人的生活质量，政府如何分担年轻人生活压力不行嘛，天天想这有的没的的事干嘛。, iPhone, f
传说的宁哥,113,55,很想说这人应该没有脑子吧, vivo智能手机, f
伪文静青年,232,213,出生率低的最大原因是育儿成本太高好嘛！！！通过 降低法定婚龄 只会增大社会发展灾难、和离婚率，能不能把社会主义责任给承担起来、而不是一味的甩锅给人民群众？, iPhone客户端, f
伯恩是小天使,2,90,:说穿了是割女性韭菜！, vivo智能手机, f
伴你同行Laimei,86,376,None, 前后2000万 OPPO R11, f
伴我暖11,249,411,再调也没人愿意结，十八岁就结婚，二十岁就当妈, 红米Redmi, f
伶俐-小妖,168,96,这些专家天天就搁哪儿叭叭扯犊子 那不是以后还得活回去像古代似的十三四岁就结婚, iPhone客户端, f
伸腿瞪眼丸丸丸,125,576,呵呵了:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
似如若千,35,90,不支持, vivo智能手机, f
似锦_空城,39,258,我觉得不行, 荣耀V10 我AI的快, f
但云是白的,158,765,:爱咋咋地，就这个房价这个物价，改成5岁也没啥用，很多人还是不想结婚的。, iPhone客户端, m
低氧醉氧厌氧,133,575,嘻嘻还没有详细看就知道肯定是下调啊, iPhone客户端, f
住在b612上的小狐狸,43,162,不结婚不生孩子，那和年龄限制有关吗？？？:连正常的两性教育和性知识都不普及，18岁啥也不懂就结婚？未成年啥性有关的都保护一下屏蔽一下，一成年了就赶紧让你生孩子？这是哪出的正调节？到时候离婚率上升是不是给离婚加个巨额离婚款降低离婚率呗, HUAWEI Mate 9 Pro, f
住在山顶的蘑菇,82,241,哦。, Weibo.intl, f
何不如轻尘,77,172,啥玩意啊, iPhone客户端, f
何丽琪呀,204,153,None, vivo智能手机, f
何以伤秋惜春,3,30,你已经够年龄了, 前置双摄vivo X9s, m
何然然1,214,1723,None, vivo智能手机, m
佘龙彪950,45,235,None, OPPO超视野全面屏R15, m
余数在左在右,134,1182,扯淡吧！！扯！！, nova4e 3200W立体美颜, f
余林鲜,79,93,根本没有抓住主要矛盾，感觉在看笑话, 小米6 拍人更美, f
余生一只胖狐狸,61,118,18岁想的人还真是想要结婚的人 再过几年就emmmm 喽, OPPO超视野全面屏R15, f
余生山水有相逢,31,64,None, 三星Galaxy S9+, f
余生都为了你,70,217,扯淡真的, HUAWEI P10 Plus, m
余襟,53,120,None, Share微博客户端, f
佛曰略知一二,154,231,None, , m
佛系girl沙,111,148,刚刚高考结束的旁友们，下一步可以考虑结婚了哈, HUAWEI nova 2 Plus, f
佛系吸居云,291,262,建议提议不要干涉别人结婚问题，因为雨女无瓜。, iPhone 6s Plus, f
佛系娃儿,95,105,？？？, 小米5s 拍照黑科技, m
佛系小仙女Rachel,517,1003,荒谬, 三星android智能手机, f
佛系沙拉酱,173,325,这脑壳是咋长的好一个对症治疗的委员, 柔光自拍vivo X7, f
佛系-豚鼠现充等Gyu,292083,373,都还是孩子呢。真是为了让生想尽各种方式啊, 锦鲤鼠的iPhone XS, f
佛罗伦萨不晴天wj,805,451,22都嫌早呢, 一只柠檬鲸, f
作怪的Monica,68,180,这个有病吧？下调结婚年龄，只会让那些年轻的孩子们在未知和懵懂中断送自己的未来而已，要的是解决晚婚的问题，解决社会的养育成本越来越高，而不是下调法定年龄吧？？？？？？, 红米Redmi, f
你不也是一个耿直的小号吗,13,33,sb滚, OPPO R9, m
你也会像我一样韬,176,556,真能扯, HUAWEI nova 2s, f
你也在等雨停吗,1,12,None, 小米MIX 2 全面屏手机, f
你什么时候带我吃火锅呀,114,836,18岁以前早恋，18岁生日一过，结婚, Weibo.intl, f
__你今天学习了没有啊喂__,324,531,做这个提案的人脑子有屎, HUAWEI P20, f
你们辰王欧巴,78,311,人大代表是谁选出来的？？？？？艹辣鸡, 小米8青春版 潮流旗舰, m
你们都别过来,265,307,出生率降低了就下调结婚年龄？18岁还是孩子怎么承担家庭的责任？早早的冲动结婚只能导致离婚。年轻人不是生育机器，我呸！, HUAWEI P20 Pro, f
你像我嘴里的一块糖,212,209,神经吧！18懂什么啊，啃老吗, HUAWEI nova 3, f
你别不快乐呀z,226,247,婚姻登记人数下降跟年龄无关，跟居高不下的房价，社会的现实有关。, OPPO随光而变R17, f
你别皱眉Vivian,1301,158,sb砖家, 前置双摄vivo X9s, f
你却半路返航,32,60,不能早恋可以结婚?如果生了孩子还读书吗?, , f
你又再说啥废话,221,158,直接说高考加分 双胞胎稳上大学 龙凤胎保送清华得了:感觉有人提议生孩子高考加分的日子不远了……, 几把的Android, f
你可以叫我橙木木吖,309,1276,就是 18岁结什么婚 书都没读完 人都还不知道怎么做就结婚？, 荣耀8青春版 颜值担当, f
你和冬天一样来得迟,160,217,嚯, 退役熬夜选手, f
你在吃啥啊给我吃一口呗,153,856,18岁结婚生孩子，然后过不下去离婚，再婚，再生孩子，生育人口不就上去了吗？至于其他的和砖家有什么关系:打赌，一旦执行了，离婚率也是会正比增涨，环比数据就可能是暴涨了, , m
你在干嘛呀宝贝,103,113,我觉得应该往上调，调到30岁，现在人的思想和思考模式，早结婚除了增加离婚率没有任何好处，为了增加生育率然后让孩子们有一堆不成熟的父母能产生什么积极影响？生就完了？教养谁来做？, , f
你在时间的哪里z,40,68,为什么要谈恋爱，是手机不好玩还是零食不好吃？:都定28也未必愿意结了, 小米9, m
你在注视我吗,695,300,初高中禁止早恋，然后毕业了直接结婚:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
你大萌,74,188,结你爹的蛋呦 呵呵, OPPO智能手机, f
你头发乱了哈哈,5575,276,什么🐔 8啊？？？, HUAWEI P30 Pro, f
你好刘孝宇,96,285,主要还是人口负增长, HUAWEI P10 Plus, m
你好-妖孽,88,498,您怕不是有毒吧啧啧, 华为麦芒5, f
你好抬头纹,56,125,自闭, iPhone客户端, m
你好昂主君,255,346,18岁我们老师管这叫早恋, 孟玉米🌽iPhone 8 Plus, f
你岑大爷,339,136,反对，自己都是孩子怎么照顾自己的家？男女双方，年龄那么小，知道什么是责任吗？结婚，生了小baby，然后又不好好养，不好好教育，还不如扼杀在肚子里，不要祸害一个新生命, vivo智能手机, f
你应该学习了,2592,282,砖家还觉得结婚率的下降和年纪有关系？何不食肉糜, 华为手机 畅享玩不停, m
你怎么毛茸茸的呀,238,328,？？？？？？？？？？？？？？, Android, f
你撒着星星跑进了我的心里,247,238,老龄化严重出生人口下降…不是已经说的很清楚了吗？评论里戾气那么重？没有道理的话能随随便便提出来吗再说了之前二胎政策出来那么久了老龄化都没有改善，很多人都不愿意生二胎别理解的那么狭义好吗？高中地理没学好？, iPhone 7, f
你是一团火燃烧满天星,42,268,sb砖家会把中国人越搞越少, vivo智能手机, f
你是哪块小饼干啊啊啊呀,3066,1631,晕, iPhone X, f
你是我nnnnnn,42,106,None, OPPO R9 Plus, f
-你是猪,49,356,我想, iPhone客户端, f
你最甜惹,2728,353,？18岁开什么玩笑哈哈哈哈哈, 고마워💜iPhone X, f
你有说不出的_我都想听,652,566,None, 小米6X 拍人更美, f
你没本事不娶我_,64,131,诶呦 最多把男生调到20可以了 18我们自己还是孩子呢 刚上大学怎么可能休学生孩子啊 再说了 养孩子啃老吗, vivo智能手机, f
_你的SWAG我不懂,3387,333,别啊，这样会加速我成为大龄剩女的, 微博 HTML5 版, f
你的一号同学X,272,246,18岁你生你🐴？ 专家是🐶吧？？？？？？, 荣耀10 AI变色更潮美, m
你的可爱菇菇,147,264,18岁结婚生了孩子专家养？, 甜辛的🍬iPhone 7(脑残粉), f
你的圈qyy,397,439,学学我们的台湾省, HUAWEI P20 Pro, f
你的女孩儿阿,129,343,完全有病, iPhone客户端, f
你的女孩阿毛儿,37,69,开玩笑吧？？离得更多了, iPhone客户端, f
你的孤独比这个世界更动人03817,81,377,这样的砖家就应该灭绝, HUAWEI nova 2s, m
你的小可爱隐身中,62,255,评论优秀, HUAWEI Mate 9 Pro, f
你的小妍妹,100,63,None, iPhone客户端, f
你的小小小小土豆呢,36,675,None, iPhone客户端, f
你的小祖宗我_要闹了,139,298,rnm, HUAWEI nova 2s, f
你的爱像彩虹,9561,247,因为长大了就不想结婚了。, iPhone 8, m
你的猪老妹,427,337,我fo了..... 不敢说也不敢问.., , f
